pincode,latitude,longitude
132051,29.5167,76.85
132052,29.5167,76.85
132058,29.5167,76.85
132101,29.2333,77.0167
132102,29.3111,76.9924
132103,29.3111,76.9924
132104,29.3111,76.9924
132105,29.3111,76.9924
132106,29.3111,76.9924
132108,29.3889,76.9681
132109,29.3111,76.9924
132110,29.6854,76.9442
132111,29.5375,76.9717
132112,29.6854,76.9442
132113,29.6854,76.9442
132115,29.6854,76.9442
132116,29.6854,76.9442
132117,29.8333,76.9167
132118,29.6854,76.9442
132120,29.9669,76.7443
132121,29.9669,76.7443
132123,29.8,76.9833
132124,29.9669,76.7443
132125,29.9669,76.7443
132128,29.9833,76.5833
132129,30.1172,76.6661
132130,29.9228,76.9344
132131,29.9228,76.9344
132132,29.9944,77.0444
132133,30.0333,77.15
132134,29.9228,76.9344
132135,29.9228,76.9344
132136,29.9228,76.9344
132137,29.9467,76.9097
132138,29.7167,76.6333
132142,29.3092,76.9014
132143,29.3092,76.9014
132144,29.3092,76.9014
132145,29.3092,76.9014
132146,29.3092,76.9014
132149,29.3092,76.9014
132150,29.4167,74.55
132151,29.4167,74.55
132152,29.4167,74.55
132153,29.4167,74.55
132154,29.4167,74.55
133001,30.3783,76.7808
133004,25.4808,78.7571
133005,25.4808,78.7571
133102,30.2,77.15
133104,30.3097,76.975
133105,30.2549,77.0625
133201,30.3833,77.2167
133202,30.3833,77.2167
133203,30.3833,77.2167
133204,30.3833,77.2167
133205,30.3833,77.2167
133206,30.3833,77.2167
133207,30.3833,77.2167
133208,30.3833,77.2167
133301,28.3709,77.7712
133302,28.3709,77.7712
134002,30.5224,77.046
134003,30.5224,77.046
134007,30.5224,77.046
134011,30.5224,77.046
134012,30.5224,77.046
134101,30.5224,77.046
134102,30.5224,77.046
134104,30.5224,77.046
134107,30.5224,77.046
134108,30.5224,77.046
134109,30.5224,77.046
134112,30.5224,77.046
134113,30.5224,77.046
134118,29.3833,75.9167
134201,30.4561,76.9339
134202,30.45,77.0333
134203,30.4833,77.1333
134204,30.5224,77.046
134205,30.7,77.0833
134206,30.5224,77.046
135001,30.1667,77.3
135002,30.1667,77.3
135003,30.1667,77.3
135103,30.25,77.3667
135104,30.25,77.3667
140001,30.7871,76.5526
140102,31.2583,76.3958
140104,31.2583,76.3958
140108,31.2583,76.3958
140109,31.2583,76.3958
140112,31.1333,76.5417
140113,31.0167,76.5833
