pincode,latitude,longitude
331302,28.6833,75.0333
331304,28.6833,75.0333
331305,28.6833,75.0333
331403,28.0167,74.5767
331502,27.8167,74.4
331503,27.8,74.4
331507,27.8083,74.4
331510,27.8083,74.4
331518,27.8083,74.4
331802,28.0333,74.4667
331803,28.0333,74.4667
331805,28.0333,74.4667
332021,27.4,74.9167
332025,27.4,74.9167
332029,27.4,74.9167
332034,27.6667,75.35
332035,27.6667,75.35
332036,27.6667,75.35
332042,27.5333,75.1333
332043,27.5333,75.1333
332301,27.3685,75.1833
332305,27.3685,75.1833
332306,27.3685,75.1833
332307,27.3685,75.1833
332311,27.3685,75.1833
332318,27.3685,75.1833
332401,27.4833,75.3667
332402,27.4833,75.3667
332404,27.4833,75.3667
332408,31.95,74.65
332409,27.4833,75.3667
332413,27.4833,75.3667
332604,27.3685,75.1833
332701,27.35,75.475
332702,27.3,75.1833
332703,27.35,75.475
332704,27.4,75.7667
332705,27.35,75.475
332708,27.35,75.475
332715,27.5333,75.75
332717,27.5333,75.75
332719,27.5333,75.75
332722,27.0167,75.6083
332724,27.0167,75.6083
332725,27.0167,75.6083
332726,27.0667,75.6833
332727,27.0167,75.6083
332728,27.0167,75.6083
332729,26.9667,75.5333
332731,27.5,73.1
332733,27.5,73.1
332734,27.5,73.1
332737,27.5,73.1
332738,27.5,73.1
332743,27.2944,75.1694
333012,28.1583,75.3
333014,28.1583,75.3
333016,28.1583,75.3
333023,28.1833,75.5
333024,28.25,75.3917
333025,28.3167,75.2833
333026,28.25,75.3917
333030,28.1583,75.3
333031,28.1583,75.3
333033,28.1583,75.3
333035,28.1583,75.3
333038,28.1583,75.3
333040,28.0667,75.2083
333042,27.85,75.2667
333043,28.0667,75.2083
333046,28.2833,75.15
333047,28.0667,75.2083
333048,28.0667,75.2083
333302,27.7268,75.4294
333305,27.7268,75.4294
333307,27.7268,75.4294
333310,27.7268,75.4294
333315,27.7268,75.4294
333501,27.8833,75.7667
333504,27.8833,75.7667
333515,27.8833,75.7667
333703,25.8442,75.6097
334001,28.0667,73.3833
334021,28.0667,73.3833
334022,28.0667,73.3833
334201,27.9667,73.55
334301,28.1905,73.5738
334305,28.1905,73.5738
334401,27.85,73.2667
334402,27.85,73.2667
334404,27.85,73.2667
334602,28.3833,73.8833
334603,28.4833,73.75
334604,28.7833,73.8333
334801,27.8,73.35
334802,27.8,73.35
334803,27.8,73.35
334804,27.8,73.35
335001,29.6564,73.6442
335023,29.75,73.8667
335024,29.75,73.8667
335025,29.75,73.8667
335026,29.75,73.8667
335037,29.6564,73.6442
335041,29.6833,73.6167
335042,29.6833,73.6167
335051,29.5358,73.4492
335062,29.6564,73.6442
335063,29.6564,73.6442
335065,29.6564,73.6442
335073,29.6564,73.6442
335074,29.6564,73.6442
335501,28.8394,74.9897
335502,28.8394,74.9897
335503,28.8394,74.9897
335511,29.1833,75.3333
335512,29.2114,74.7532
335513,29.2114,74.7532
335514,29.2114,74.7532
335525,29.5833,74.5167
335526,29.5833,74.5167
335708,29.4784,74.0878
335801,29.4784,74.0878
335804,29.4784,74.0878
335806,29.4784,74.0878
335807,29.4784,74.0878
335901,29.4784,74.0878
335902,29.4784,74.0878
341001,27.0633,73.9833
341002,27.0633,73.9833
341012,27.3333,73.5667
341022,27.3,73.9
341023,27.2167,74.1833
341030,26.7333,74.1333
341031,26.7333,74.1333
341033,26.85,74
341035,26.6167,74.2667
341302,27.65,74.3833
341306,27.65,74.3833
341313,27.65,74.3833
341319,27.65,74.3833
341501,26.8917,74.4
341503,26.8333,74.3333
341504,26.95,74.4667
341505,26.8917,74.4
341508,26.8917,74.4
341509,26.8917,74.4
341515,26.7333,74.4667
341517,26.7333,74.4667
341524,27.2167,74.9333
341527,27.2167,74.9333
341528,27.2167,74.9333
341529,27.2167,74.9333
341530,26.9333,74.3333
341538,26.9333,74.3333
341540,26.65,74.1833
341541,26.65,74.1833
341542,26.65,74.1833
341545,26.65,74.1833
341546,26.65,74.1833
341548,26.65,74.1833
341549,26.65,74.1833
342001,26.3542,72.4
342003,26.3542,72.4
342006,26.3542,72.4
342008,26.3542,72.4
342023,26.3833,72.5
342026,26.3778,72.3222
342028,26.3833,72.3333
342029,26.3667,72.1333
342030,26.2833,72.6333
342032,26.2833,72.6333
342034,26.2833,72.6333
342037,26.2833,72.6333
342302,26.9833,72.5833
342303,26.7167,72.9167
342306,26.55,72.8833
342311,26.9583,72.6917
342312,27.1333,73.05
342314,26.7833,72.3333
342602,26.4,73.7833
342802,26.0017,73.0022
342803,26.0592,72.9928
342804,26.1167,72.9833
343001,24.9833,72.4333
343011,24.9833,72.4333
343021,25.2,72.5833
343025,25.2,72.5833
343027,25.2,72.5833
343029,25.2,72.5833
343031,24.7667,72.2833
343032,24.7667,72.2833
343034,24.7667,72.2833
343039,24.7667,72.2833
343045,24.9833,72.4333
343048,24.9833,72.4333
344013,25.9667,70.7833
344014,25.9667,70.7833
344015,25.9667,70.7833
344021,25.8167,72.5833
344022,25.8333,72.2333
344023,25.8222,72.5056
344026,25.8222,72.5056
344029,25.8167,72.7
344030,25.9167,72.2667
344032,25.9167,72.2667
344034,25.9167,72.2667
344036,25.9167,72.2667
344501,25.8111,72.1278
344801,25.5167,72.2
345001,27.0958,71.4167
345002,27.0958,71.4167
345023,27.0167,71.9167
345028,27.5,71.7167
345029,27.2583,71.8167
345030,26.8333,70.5167
345031,27.0333,71.5167
360001,22.0833,70.9167
360002,22.0833,70.9167
360003,22.0833,70.9167
360004,22.0833,70.9167
360005,22.0833,70.9167
360006,22.0833,70.9167
360022,22.0833,70.9167
360023,22.0833,70.9167
360035,22.1333,70.6333
360050,22.0333,71.2
360110,22.4333,70.6
360360,21.9429,70.3214
360370,21.9429,70.3214
360375,21.9429,70.3214
360405,21.8,70.2167
360410,21.8,70.2167
360430,21.8,70.2167
360452,21.8,70.2167
360480,21.8667,70.15
360490,21.7333,70.2833
360530,21.7,69.6917
360545,21.7,69.6917
360550,21.6833,69.75
360560,21.7,69.6917
360570,21.7,69.6917
360572,21.7,69.6917
360575,21.7,69.6917
360578,21.7,69.6917
360583,21.7167,69.6333
360590,21.7,69.6917
360592,21.7,69.6917
361001,22.3292,69.875
361002,22.3292,69.875
361003,22.3292,69.875
361004,22.3292,69.875
361006,22.3292,69.875
361007,22.3292,69.875
361008,22.3292,69.875
361009,22.3292,69.875
361010,22.3292,69.875
361011,22.3292,69.875
361012,22.3292,69.875
361130,22.2083,70.175
361160,22.2167,70.3833
361170,22.2,69.9667
361220,22.6167,70.5333
361230,22.6,70.2167
361240,22.5111,70.2167
361280,22.3167,69.9
361295,22.5111,70.2167
361301,22.2278,69.3333
361305,22.2278,69.3333
361310,22.3167,69.6
361316,22.3167,69.6
361320,21.9,69.3167
361321,21.9,69.3167
361322,21.9,69.3167
361350,22.4667,69.0833
362001,21.3778,70.5833
362011,21.3778,70.5833
362014,21.3778,70.5833
362015,21.3778,70.5833
362036,21.3778,70.5833
362132,21.3778,70.5833
362140,21.3778,70.5833
362150,21.3778,70.5833
362151,21.3778,70.5833
362155,21.3778,70.5833
362215,21.2417,70.25
362216,21.2417,70.25
362220,21.3333,70.2333
362221,21.3667,70.1
362222,21.3667,70.25
362226,21.3333,70.2333
362228,21.2667,70.35
362230,21.2417,70.25
362231,21.2417,70.25
362245,21.2417,70.25
362256,20.9667,70.3
362257,20.9667,70.3
362259,20.9667,70.3
362263,21.2417,70.25
362271,21.2417,70.25
362310,21.45,71.85
362515,20.7,70.9833
362520,20.7,70.9833
362530,20.7,70.9833
362540,20.7,70.9833
362550,20.7,70.9833
362560,20.7,70.9833
362620,21.4833,70.0833
362621,21.4833,70.0833
362623,21.4833,70.0833
362624,21.4833,70.0833
362625,21.4833,70.0833
362626,21.4833,70.0833
362630,21.5,70.1333
362633,21.9,70.6667
362634,22.3,71.2
362710,21.3778,70.5833
362721,21.3778,70.5833
362727,21.3778,70.5833
362730,21.3778,70.5833
362733,21.3778,70.5833
363001,22.7,71.6833
363030,22.7,71.6833
363035,22.7,71.6833
363320,22.5542,71.6167
363330,22.5542,71.6167
363331,22.5542,71.6167
363333,22.5542,71.6167
363416,22.4056,72.4333
363421,22.5667,71.8
363423,22.55,71.9667
363424,22.5583,71.8833
363425,22.5583,71.8833
363435,22.1,73.5333
363530,22.5667,71.1833
363535,22.6667,71.1
363621,22.6167,70.9333
363622,22.6167,70.9333
363626,22.6167,70.9333
363641,22.6417,70.8333
363650,22.6667,70.7333
363670,22.6417,70.8333
364001,21.6833,72.1667
364002,21.6833,72.1667
364055,21.7667,72.0667
364071,21.6,72.2667
364120,21.5167,72.1167
364130,21.6833,71.95
364131,21.6833,71.95
364140,21.35,72.05
364145,21.35,72.05
364146,21.35,72.05
364220,21.7,71.5167
364230,22.3,71.2
364240,21.4333,71.7167
364241,21.4333,71.7167
364245,21.4333,71.7167
364260,21.4333,71.7167
364265,21.4333,71.7167
364270,21.5167,71.8333
364275,21.5167,71.8333
364290,21.0833,71.8
364292,21.0833,71.8
364293,21.0833,71.8
364296,21.0833,71.8
364297,21.0833,71.8
364312,21.9167,71.85
364315,21.9167,71.85
364330,22.0333,70.3
364335,22.0333,70.3
364410,21.8333,71.9167
364421,21.85,71.3
364430,21.7167,71.3833
364431,21.7167,71.3833
364435,21.7167,71.3833
364445,21.8,71.5333
364456,21.8,71.5333
364460,21.8,71.5333
364480,21.8,71.5333
364481,21.8,71.5333
364505,21.5333,71.5833
364510,21.3333,71.32
364522,21.4833,70.95
364535,21.55,71.35
364536,21.55,71.35
364540,21.3333,71.32
364545,21.3333,71.32
364550,21.05,71.2833
364560,21.05,71.4333
364601,21.4611,71.0944
364610,21.4611,71.0944
364616,21.4611,71.0944
364620,21.7333,71.2
364630,21.4167,71.1667
364641,21.2333,70.9167
364710,21.7389,72.0333
364712,21.7389,72.0333
364720,22.25,71.5667
364741,20.9667,72.9
364750,21.7389,72.0333
364765,22,71.6333
370001,23.4577,70.0026
370007,23.4577,70.0026
370015,23.4577,70.0026
370020,23.4577,70.0026
370110,23.5,70.6917
370132,23.4,70.5167
370135,23.4,70.5167
370141,23.5167,70.35
370145,23.35,70.5833
370146,23.4333,70.4667
370150,23.3333,70.5833
370155,23.55,70.9833
370156,23.6833,70.85
370157,23.4667,70.9333
370165,23.7,70.7333
370169,23.7,70.7333
370170,23.5,70.6917
370203,23.4577,70.0026
370205,23.4577,70.0026
370210,23.4577,70.0026
370230,23.4577,70.0026
370406,23.4577,70.0026
370427,23.4577,70.0026
370429,23.4577,70.0026
370445,23.4577,70.0026
370465,23.4577,70.0026
370472,23.4577,70.0026
370475,23.4577,70.0026
370485,23.4577,70.0026
370615,23.3333,69.25
370627,23.39,68.9
370630,23.8167,68.7833
370640,23.2167,68.7167
370655,23.2667,68.8333
370660,23.3167,68.9167
380001,30.25,77.5833
380002,26.6667,75.125
380003,26.6667,75.125
380004,26.6667,75.125
380005,23.0833,72.6667
380006,26.6667,75.125
380007,26.6667,75.125
380008,26.6667,75.125
380012,25.2042,73.6792
380013,25.2042,73.6792
380015,25.2042,73.6792
380016,25.2042,73.6792
380018,25.2042,73.6792
380019,25.2042,73.6792
380021,23.0333,72.6167
380022,23.0333,72.6167
380023,23.0333,72.6167
380024,23.0333,72.6167
380025,23.0333,72.6167
380026,23.0333,72.6167
380027,23.0333,72.6167
380028,23.0333,72.6167
380050,24.45,71.85
380051,24.45,71.85
380054,24.45,71.85
380055,24.45,71.85
380061,25.2042,73.6792
382009,23.1733,72.4283
382010,23.1733,72.4283
382016,23.1733,72.4283
382017,23.1733,72.4283
382019,23.1733,72.4283
382020,23.1733,72.4283
382021,23.1733,72.4283
382022,23.1733,72.4283
382023,23.1733,72.4283
382028,23.1733,72.4283
382029,23.1733,72.4283
382030,23.1733,72.4283
382041,23.1733,72.4283
382042,23.1733,72.4283
382043,23.1733,72.4283
382110,22.9833,72.3833
382130,23.3,71.9167
382140,23.1444,72.1889
382165,23.15,72.2667
382166,23.15,72.2667
382220,22.8,72.45
382230,22.8,72.45
382255,22.8,72.45
382260,22.8,72.45
382270,22.8,72.45
382305,23.1667,72.8167
382308,23.1667,72.8167
382310,23.2,72.8167
382315,23.2,72.8167
382316,23.2,72.8167
382320,23.0833,72.6667
382321,23.0833,72.6667
382325,23.0833,72.6667
382330,23.1542,72.7583
382345,23.1542,72.7583
382350,23.1667,72.7333
382355,23.1667,72.7333
382405,22.8667,72.5917
382410,22.8667,72.5917
382415,22.8667,72.5917
382421,22.8667,72.5917
382422,22.8667,72.5917
382423,22.8667,72.5917
382424,22.8667,72.5917
382425,22.85,72.5833
382426,22.8833,72.6
382435,22.8667,72.5917
382443,22.8667,72.5917
382449,22.8667,72.5917
382450,22.8667,72.5917
382451,22.8667,72.5917
382465,22.8667,72.5917
382470,22.8667,72.5917
382481,22.8667,72.5917
382610,23.1733,72.4283
382620,23.1733,72.4283
382630,23.1733,72.4283
382640,23.1733,72.4283
382650,23.1733,72.4283
382655,23.1733,72.4283
382704,23.375,72.425
382705,23.3833,72.45
382706,23.3667,72.4
382708,23.375,72.425
382709,23.375,72.425
382710,23.3,72.3333
382713,23.3,72.3333
382715,23.3,72.3333
382718,23.3,72.3333
382721,23.1333,72.3667
382725,23.1333,72.3667
382726,23.1333,72.3667
382728,23.1333,72.3667
382729,23.1333,72.3667
382730,23.3333,72.5667
382733,23.3333,72.5667
382734,23.3333,72.5667
382735,23.3333,72.5667
382736,23.3333,72.5667
382737,23.3333,72.5667
382739,23.3333,72.5667
382740,23.1167,71.7667
382743,23.1167,71.7667
382745,23.1167,71.7667
382750,23.3167,71.8333
382755,23.3167,71.8333
382760,23.225,72.1875
382765,23.225,72.1875
382775,22.85,71.7833
382780,23.225,72.1875
382810,23.5417,72.9167
382815,23.5417,72.9167
382816,23.5417,72.9167
382820,23.5417,72.9167
382823,23.5417,72.9167
382833,23.5417,72.9167
382835,23.5417,72.9167
382840,23.6167,72.7333
382857,23.5417,72.9167
382861,23.5417,72.9167
382863,23.5417,72.9167
382867,23.5417,72.9167
382868,23.5417,72.9167
382871,23.5417,72.9167
382875,23.5417,72.9167
382880,23.4667,73.1
383001,23.5762,74.9214
383030,23.5762,74.9214
383110,23.5762,74.9214
383120,23.5762,74.9214
383205,24.65,79.6583
383215,24.65,79.6583
383220,24.65,79.6583
383225,24.65,79.6583
383230,22.2,70.8667
383235,22.2,70.8667
383240,27.1,88.45
383245,27.1,88.45
383246,27.1,88.45
383250,24.65,79.6583
383251,24.65,79.6583
383255,24.65,79.6583
383270,24.65,79.6583
383275,24.65,79.6583
383276,24.65,79.6583
383305,23.3667,73
383307,23.3667,73
383325,23.2167,73.2167
383327,23.2167,73.2167
383335,23.2667,73.35
383345,22.05,72.5667
383410,23.8333,73
383421,23.8333,73
383430,23.8333,73
383440,23.8333,73
383462,23.8333,73
383781,23.5762,74.9214
384001,23.5037,72.1241
384002,23.5037,72.1241
384011,23.5037,72.1241
384110,23.5037,72.1241
384121,23.5037,72.1241
384122,23.5037,72.1241
384130,23.5037,72.1241
384132,23.5037,72.1241
384133,23.5037,72.1241
384140,23.5037,72.1241
384151,23.5037,72.1241
384160,23.5037,72.1241
384170,23.5037,72.1241
384172,23.5037,72.1241
384175,23.5037,72.1241
384177,23.5037,72.1241
384178,23.5037,72.1241
384205,23.63,71.98
384206,23.63,71.98
384207,23.63,71.98
384211,23.5333,72.0333
384213,23.5167,72.0667
384220,23.7167,72.1167
384221,23.7167,72.1167
384229,23.7167,72.1167
384230,23.63,71.98
384231,23.63,71.98
384235,23.63,71.98
384240,23.7,71.9
384242,23.6917,71.8417
384245,23.6833,71.7833
384246,23.6917,71.8417
384256,23.63,71.98
384257,23.63,71.98
384265,23.63,71.98
384271,23.63,71.98
384274,23.63,71.98
384276,23.63,71.98
384277,23.63,71.98
384285,23.63,71.98
384290,23.63,71.98
384305,23.7833,72.5667
384312,23.7833,72.5667
384320,23.7833,72.5667
384321,23.7833,72.5667
384327,23.7833,72.5667
384328,23.7833,72.5667
384350,23.7833,72.5667
384365,23.7833,72.5667
384370,23.7833,72.5667
384375,23.7833,72.5667
384410,22.5333,72.1167
384411,23.5833,72.2833
384430,23.4833,72.25
384435,23.4833,72.25
384440,23.2,72.2167
384513,23.5037,72.1241
385001,24,71.9333
385002,24,71.9333
385010,24,71.9333
385011,24,71.9333
385111,24.2333,72.5167
385112,24.2333,72.5167
385120,24.1833,72.7667
385135,24.2083,72.6417
385210,24,71.9333
385215,24,71.9333
385315,24.4333,72.05
385325,24.0333,71.7
385340,23.8333,71.6
385350,23.75,71.1667
385410,23.3667,71.7667
385421,23.3667,71.7667
385505,24.0333,71.9267
385510,24.2167,72.3167
385515,24.2167,72.3167
385516,24.2167,72.3167
385519,24.2167,72.3167
385526,24.0667,72.3167
385531,24.0333,71.9267
385533,24.0333,71.9267
385541,24.0333,71.9267
385546,24.0333,71.9267
385551,23.9667,71.8167
385555,23.9667,71.8167
385560,23.8833,71.7667
385565,24.0333,71.4167
385585,24.0333,71.9267
385586,24.0333,71.9267
385590,24.0333,71.9267
385595,24.0333,71.9267
387001,22.84,73.01
387002,22.84,73.01
387110,24.45,71.85
387111,22.84,73.01
387113,22.84,73.01
387140,22.84,73.01
387210,22.84,73.01
387220,22.84,73.01
387315,22.65,72.9333
387320,22.8208,72.975
387335,22.8167,72.9333
387340,22.85,73.05
387345,22.85,73.05
387350,22.8208,72.975
387360,22.9667,72.9833
387365,22.9667,72.9833
387370,22.8208,72.975
387375,22.8208,72.975
387520,22.84,73.01
387560,22.84,73.01
387620,22.9167,73.15
387635,22.9167,73.15
387640,22.9167,73.15
387710,22.84,73.01
388001,22.7483,73.2167
388110,22.4833,72.7167
388120,22.4833,72.7167
388122,22.4833,72.7167
388132,22.4833,72.7167
388150,22.4833,72.7167
388160,22.4833,72.7167
388180,22.4833,72.7167
388210,22.9292,73.2958
388215,22.9292,73.2958
388217,22.9292,73.2958
388220,22.7,73.1167
388225,22.7,73.1167
388230,22.9292,73.2958
388236,22.9292,73.2958
388238,22.9292,73.2958
388239,22.9292,73.2958
388250,22.8,73.2167
388255,22.95,73.3333
388256,22.875,73.275
388257,22.875,73.275
388258,22.875,73.275
388261,23.2667,73.5167
388265,23.2667,73.5167
388266,23.2667,73.5167
388267,23.2667,73.5167
388305,22.4833,72.9667
388310,22.4833,72.9667
388315,22.4833,72.9667
388320,22.4833,72.9667
388350,22.4833,72.9667
388360,22.4833,72.9667
388370,22.4833,72.9667
388410,22.7483,73.2167
388421,22.7483,73.2167
388425,22.7483,73.2167
388435,22.7483,73.2167
388450,22.7483,73.2167
388465,22.7483,73.2167
388466,22.7483,73.2167
388515,22.3333,73.0333
388520,22.3333,73.0333
388540,22.3333,73.0333
388544,22.3333,73.0333
388555,22.3333,73.0333
388556,22.3333,73.0333
388560,22.3333,73.0333
388620,22.7483,73.2167
388640,22.7483,73.2167
388710,22.8167,73.3833
388711,22.8167,73.4
388712,22.8222,73.4222
388713,22.8333,73.4833
389001,22.8667,73.8405
389111,22.8556,74.0889
389120,22.8556,74.0889
389121,22.8556,74.0889
389122,22.8556,74.0889
389140,22.8167,73.9833
389145,22.8167,73.9833
389151,22.6833,74.3167
389155,22.6833,74.3167
389156,22.6833,74.3167
389157,22.6833,74.3167
389160,22.8556,74.0889
389172,23.0667,73.9667
389175,23.0667,73.9667
389180,22.8556,74.0889
389230,22.8333,69.3667
389232,23.3333,73.6
389240,23.3,73.8333
389260,23.3167,73.7167
389310,22.4333,73.5917
389325,22.4333,73.5917
389330,22.4333,73.5917
389341,22.4333,73.5917
389342,22.4333,73.5917
389350,22.5,73.4667
389352,22.5,73.4667
389365,22.4333,73.5917
389390,22.3667,73.7167
390001,22.3,73.2
390002,21.9417,73.2917
390003,21.9417,73.2917
390004,21.9417,73.2917
390005,21.9417,73.2917
390006,21.9417,73.2917
390007,21.9417,73.2917
390008,21.9417,73.2917
390009,21.9417,73.2917
390010,21.9417,73.2917
390011,21.9417,73.2917
390012,21.9417,73.2917
390013,21.9417,73.2917
390014,21.9417,73.2917
390015,21.9417,73.2917
390016,21.9417,73.2917
390017,21.9417,73.2917
390018,21.9417,73.2917
390019,21.9417,73.2917
391105,21.9833,73.4667
391107,21.9833,73.4667
391108,21.9833,73.4667
391110,22.1111,73.7528
391120,21.95,73.5833
391137,22.1111,73.7528
391141,22.1667,73.5833
391142,22.1667,73.5833
391145,22.1667,73.5833
391146,22.1667,73.5833
391150,22.05,73.8333
391151,22.05,73.8333
391152,22.05,73.8333
391155,22.05,73.8333
391156,22.05,73.8333
391165,22.3167,74.0167
391168,22.2,74.0333
391175,22.1111,73.7528
391210,22.0833,73.3333
391230,22.0833,73.3333
391250,22.0833,73.3333
391310,22.1682,73.4652
391320,22.1682,73.4652
391340,22.1682,73.4652
391440,22.2333,73.0833
391441,22.25,72.95
391460,22.2417,73.0167
391510,22.4333,73.3333
391520,22.4333,73.3333
391530,22.4333,73.3333
391740,22.1682,73.4652
391810,22.1833,72.9
391815,22.1833,72.9
391817,22.1833,72.9
392001,21.7917,72.7917
392011,21.7917,72.7917
392013,21.7917,72.7917
392015,21.7917,72.7917
392020,21.7917,72.7917
392021,21.7917,72.7917
392025,21.7917,72.7917
392040,21.7917,72.7917
392111,21.7,72.5833
392130,21.7,72.5833
392150,21.7,72.5833
392153,21.7,72.5833
392163,21.7,72.5833
392165,21.7,72.5833
392210,21.8833,73
392220,21.8833,73
392230,21.8833,73
392240,21.8833,73
393010,21.5958,73.2708
393020,21.6167,72.9
393030,21.5833,72.8
393040,21.6333,73.5833
393050,21.55,73.8
393115,21.7167,73.3583
393120,21.5667,73.2167
393125,21.5667,73.2167
393145,21.8667,73.5
393150,21.7167,73.3583
394105,21.2833,72.9833
394114,21.2833,72.9833
394115,21.2833,72.9833
394120,21.2833,72.9833
394125,21.2833,72.9833
394155,21.2833,72.9833
394160,21.2833,72.9833
394170,21.2833,72.9833
394180,21.2833,72.9833
394185,21.2833,72.9833
394210,20.9778,73.1
394220,20.9778,73.1
394221,20.9778,73.1
394230,21.0833,72.8833
394235,21.0833,72.8833
394241,20.9667,73.1667
394243,20.8833,73.25
394244,20.925,73.2083
394245,20.925,73.2083
394250,20.9778,73.1
394270,20.9778,73.1
394305,21.4667,71.7722
394310,21.0833,72.9833
394315,21.0833,72.9833
394317,21.0833,72.9833
394325,21.4667,71.7722
394327,21.4667,71.7722
394330,21.2167,73.2333
394335,21.2167,73.2333
394340,22.1,69.1
394360,21.4667,71.7722
394364,21.4667,71.7722
394375,21.4667,71.7722
394440,21.45,73.5
394445,21.45,73.5
394515,21.3333,72.75
394540,21.3333,72.75
394601,21.2167,72.7333
394631,21.2167,72.7333
394650,21.2167,72.7333
394660,21.2167,72.7333
394670,21.2167,72.7333
394680,21.2167,72.7333
394690,21.2167,72.7333
394710,20.7667,73.4833
394720,20.7667,73.4833
394730,20.7667,73.4833
394810,21.2167,72.7333
395002,21.1667,72.8333
395003,21.1667,72.8333
395005,21.1667,72.8333
396001,20.6,72.9
396006,20.6,72.9
396020,20.7833,72.1667
396025,20.7833,72.1667
396030,20.7833,72.1667
396041,20.9667,71.4333
396042,20.9667,71.4333
396065,20.7833,72.1667
396112,20.3583,72.8208
396125,20.3583,72.8208
396126,20.3583,72.8208
396135,20.2333,72.75
396142,20.3583,72.8208
396145,20.3583,72.8208
396156,20.3583,72.8208
396170,20.2,72.75
396171,20.3583,72.825
396175,20.5167,72.9
396180,20.4833,72.8833
396185,20.4833,72.8833
396210,20.4167,72.85
396220,20.3233,72.93
396223,20.3233,72.93
396230,20.2833,72.95
396235,20.2833,72.95
396240,20.2167,73.05
396321,20.825,72.975
396340,20.825,72.975
396350,20.825,72.975
396360,20.8167,72.9833
396370,20.8333,72.9667
396385,20.825,72.975
396403,20.9333,72.9167
396406,20.9333,72.9167
396415,21.0333,72.95
396421,20.9667,72.9
396424,20.9333,72.9167
396427,20.9333,72.9167
396445,20.9333,72.9167
396450,20.9333,72.9167
396452,20.9333,72.9167
396460,20.8333,72.8833
396469,20.8333,72.8833
396521,20.75,73.0667
396530,22.1667,72.6
396540,21.4583,72.8333
396590,21.4583,72.8333
400001,19.0167,72.85
400002,19.0167,72.85
400003,19.0167,72.85
400004,19.0167,72.85
400005,19.0167,72.85
400006,19.0167,72.85
400007,19.0167,72.85
400008,19.0167,72.85
400009,19.0167,72.85
400010,19.0167,72.85
400011,19.0167,72.85
400012,19.0167,72.85
400013,19.0167,72.85
400014,19.0167,72.85
400015,19.0167,72.85
400016,19.0167,72.85
400017,19.0167,72.85
400018,19.0167,72.85
400019,19.0167,72.85
400020,19.0167,72.85
400021,19.0167,72.85
400022,19.0167,72.85
400023,19.0167,72.85
400025,19.0167,72.85
400026,19.0167,72.85
400027,19.0167,72.85
400028,19.0167,72.85
400029,19.0167,72.85
400031,19.0167,72.85
400032,19.0167,72.85
400033,19.0167,72.85
400034,19.0167,72.85
400035,19.0167,72.85
400036,19.0167,72.85
400037,19.0167,72.85
400038,19.0167,72.85
400039,19.0167,72.85
400042,19.0167,72.85
400046,19.0167,72.85
400049,19.0167,72.85
400050,19.0167,72.85
400051,19.0167,72.85
400052,19.0167,72.85
400054,19.0167,72.85
400055,19.0167,72.85
400056,19.0167,72.85
400057,19.0167,72.85
400058,19.0167,72.85
400059,19.0167,72.85
400060,19.0167,72.85
400061,19.0167,72.85
400062,19.0167,72.85
400063,19.0167,72.85
400064,19.0167,72.85
400065,19.0167,72.85
400066,19.0167,72.85
400067,19.0167,72.85
400068,19.0167,72.85
400069,19.0167,72.85
400070,19.0167,72.85
400071,19.0167,72.85
400072,19.0167,72.85
400074,19.0167,72.85
400075,19.0167,72.85
400076,19.0167,72.85
400077,19.0167,72.85
400078,19.0167,72.85
400079,19.0167,72.85
400080,19.0167,72.85
400081,19.0167,72.85
400082,19.0167,72.85
400083,19.0167,72.85
400084,19.0167,72.85
400085,19.0167,72.85
400086,19.0167,72.85
400087,19.0167,72.85
400088,19.0167,72.85
400089,19.0167,72.85
400092,19.0167,72.85
400093,19.0167,72.85
400098,19.0167,72.85
400099,19.0167,72.85
400101,19.0778,72.8944
400102,19.0778,72.8944
400103,19.0778,72.8944
400604,19.2,72.9833
400605,19.2,72.9833
400606,19.2,72.9833
400704,19.0778,72.8944
401204,19.9167,73.2333
401603,19.9167,73.2333
401606,19.9167,73.2333
402111,18.469,72.9349
402112,18.469,72.9349
402113,18.469,72.9349
402115,18.469,72.9349
402121,18.469,72.9349
402124,18.469,72.9349
402204,18.6122,72.9047
402401,18.3258,72.965
403001,15.4667,73.8167
403002,15.45,73.8
403004,15.4833,73.8333
403006,15.4667,73.8167
403101,15.5,73.8167
403102,15.4583,73.9167
403103,15.4583,73.9167
403104,15.4333,73.9
403105,15.4667,74.0833
403106,15.4583,73.9167
403107,15.4583,73.9167
403108,15.4333,73.8667
403110,15.4583,73.9167
403111,15.4583,73.9167
403112,15.4583,73.9167
403203,15.4212,73.8937
403204,15.4212,73.8937
403401,15.4,74.0167
403402,15.4056,73.9778
403403,15.4056,73.9778
403404,15.4333,73.95
403406,15.4056,73.9778
403407,15.4056,73.9778
403408,15.3833,73.9667
403501,15.58,73.9033
403502,15.6,73.8333
403503,15.58,73.9033
403505,15.5833,74
403506,15.5333,74.1333
403507,15.6,73.8167
403508,15.58,73.9033
403509,15.5833,73.7333
403510,15.5667,73.7833
403511,15.55,73.7667
403512,15.7167,73.8
403513,15.6167,73.8333
403515,15.5167,73.75
403516,15.5333,73.75
403517,15.6167,73.7667
403518,15.5881,73.7786
403519,15.5881,73.7786
403521,15.65,73.7
403523,15.65,73.7
403526,15.65,73.7
403527,15.65,73.7
403529,15.65,73.7
403601,15.3167,73.9167
403602,15.3167,73.9167
403603,15.3167,73.9167
